transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,merchant_type,transaction_type,amount,product_category,payment_method,payment_status,response_code,response_text,processing_time_ms,card_type,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,customer_is_regular,device_type,is_mobile,session_duration_seconds,timezone,language,batch_number,terminal_id,tip_amount,tax_amount,card_present,entry_method,card_number,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent,is_fraud,fraud_score
TXN_20250418_00000300,CUST_80515341,Customer 6437,user767@example.com,+1-555-762-1854,"937 Main St, City, State",Phoenix,OH,12821,US,225.188.194.160,smb,2025-04-18 03:02:37.829370,2025-04-18,03:02:37,Local Business,General Business,Technology,service_business,purchase,400.5,general,apple_pay,completed,00,Approved,618,,False,,14.964886874160449,,23427.10493019898,organic_search,2,False,mobile_android,True,487,PST,en,BATCH_20250418_5598,TERM_6720,0.0,32.04,True,chip,,3,4,False,4,2,1,400.5,0,5.155046454323548
TXN_20250418_00000524,CUST_98785278,Customer 9477,user399@example.com,+1-555-495-8242,"204 Main St, City, State",New York,GA,27470,US,201.239.125.238,smb,2025-04-18 09:04:09.829370,2025-04-18,09:04:09,Local Business,General Business,Technology,service_business,subscription,77.26,general,apple_pay,completed,00,Approved,828,,False,,8.658772597185155,,33022.003412095655,paid_search,9,True,mobile_android,True,1752,HST,en,BATCH_20250418_9092,TERM_6786,0.0,6.18,True,chip,,9,4,False,4,2,1,77.26,0,24.80318440699152
TXN_20250418_00000589,CUST_98785278,Customer 9477,user399@example.com,+1-555-495-8242,"204 Main St, City, State",New York,GA,27470,US,201.239.125.238,smb,2025-04-18 09:40:01.829370,2025-04-18,09:40:01,Local Business,General Business,Technology,service_business,subscription,179.06,general,google_pay,completed,00,Approved,652,,False,,8.658772597185155,,33022.003412095655,paid_search,11,True,mobile_android,True,238,HST,en,BATCH_20250418_7786,TERM_8513,0.0,14.32,False,chip,,9,4,False,4,2,2,256.32,0,14.701888595210546
TXN_20250418_00000532,CUST_70449790,Customer 6355,user431@example.com,+1-555-546-2669,"397 Main St, City, State",Phoenix,OH,16732,US,48.69.203.36,startup,2025-04-18 13:12:52.829370,2025-04-18,13:12:52,Local Business,General Business,Technology,service_business,subscription,431.13,general,apple_pay,completed,00,Approved,553,,False,,7.793408943725194,,4537.88745200789,social_media_organic,2,False,tablet_ipad,False,1269,MST,en,BATCH_20250418_1449,TERM_7272,0.0,34.49,True,chip,,13,4,False,4,2,1,431.13,0,19.941168477440872
TXN_20250418_00000360,CUST_64980634,Customer 7745,user237@example.com,+1-555-440-7753,"279 Main St, City, State",New York,TX,58719,US,98.233.28.202,startup,2025-04-18 15:01:45.829370,2025-04-18,15:01:45,Local Business,General Business,Technology,service_business,purchase,246.63,general,venmo,completed,00,Approved,438,,False,,10.07878104166231,,1738.5691451400717,organic_search,4,True,mobile_ios,True,150,HST,en,BATCH_20250418_1889,TERM_1138,0.0,19.73,True,chip,,15,4,False,4,2,1,246.63,0,16.019815018159758
TXN_20250418_00000527,CUST_92762538,Customer 9369,user245@example.com,+1-555-301-5802,"847 Main St, City, State",Los Angeles,MI,99235,US,62.8.41.200,smb,2025-04-18 15:09:14.829370,2025-04-18,15:09:14,Local Business,General Business,Technology,service_business,purchase,149.54,general,venmo,completed,00,Approved,463,,False,,0.358603730977165,,14890.04918433806,organic_search,1,False,desktop_linux,False,237,AKST,en,BATCH_20250418_4241,TERM_8339,0.0,11.96,True,chip,,15,4,False,4,2,1,149.54,0,6.262187519726508
TXN_20250418_00000123,CUST_19762080,Customer 7794,user793@example.com,+1-555-557-4101,"220 Main St, City, State",Phoenix,IL,25816,US,137.85.180.241,startup,2025-04-18 17:05:20.829370,2025-04-18,17:05:20,Local Business,General Business,Technology,service_business,service,392.35,general,apple_pay,completed,00,Approved,918,,False,,25.214967990757103,,7604.734991353085,social_media_organic,1,False,desktop_windows,False,1196,MST,en,BATCH_20250418_7730,TERM_2144,0.0,31.39,False,chip,,17,4,False,4,2,1,392.35,0,13.816673279643105
TXN_20250418_00000337,CUST_93970022,Customer 8556,user781@example.com,+1-555-825-9593,"405 Main St, City, State",Phoenix,FL,17658,US,13.209.203.14,individual,2025-04-18 18:44:26.829370,2025-04-18,18:44:26,Local Business,General Business,Technology,service_business,purchase,428.68,general,apple_pay,completed,00,Approved,345,,False,,44.884525309981285,,228.24857251014043,social_media_organic,3,True,tablet_ipad,False,997,PST,en,BATCH_20250418_4817,TERM_2424,0.0,34.29,True,chip,,18,4,False,4,2,1,428.68,0,18.86676871660511
TXN_20250418_00000568,CUST_64062739,Customer 7128,user449@example.com,+1-555-262-2545,"245 Main St, City, State",New York,OH,27862,US,254.59.139.118,enterprise,2025-04-18 22:18:02.829370,2025-04-18,22:18:02,Local Business,General Business,Technology,service_business,purchase,39.4347339738049,general,apple_pay,completed,00,Approved,659,,False,,25.27823530601394,,396213.65361041884,social_media_organic,1,False,mobile_ios,True,540,CST,en,BATCH_20250418_2520,TERM_7153,0.0,4.13,False,chip,,22,4,False,4,2,1,39.4347339738049,0,6.207024328323807
TXN_20250419_00000020,CUST_58951460,Customer 5089,user609@example.com,+1-555-851-5618,"633 Main St, City, State",Phoenix,NC,79398,US,128.137.29.186,startup,2025-04-19 09:02:30.829370,2025-04-19,09:02:30,Local Business,General Business,Technology,service_business,subscription,469.04,general,apple_pay,completed,00,Approved,333,,False,,23.053315121790106,,2726.7272223559785,social_media_organic,1,True,mobile_ios,True,669,AKST,en,BATCH_20250419_9398,TERM_6256,0.0,37.52,True,chip,,9,5,True,4,2,1,469.04,0,10.867430788942888
TXN_20250419_00000430,CUST_14317878,Customer 2898,user791@example.com,+1-555-705-3624,"858 Main St, City, State",New York,NC,66036,US,199.82.12.44,startup,2025-04-19 10:23:28.829370,2025-04-19,10:23:28,Local Business,General Business,Technology,service_business,subscription,305.49,general,apple_pay,completed,00,Approved,861,,False,,15.336015014707774,,3957.8000165944973,direct_traffic,4,True,mobile_android,True,1688,AKST,en,BATCH_20250419_6439,TERM_9975,0.0,24.44,False,chip,,10,5,True,4,2,1,305.49,0,22.22468262451095
TXN_20250419_00000176,CUST_39545139,Customer 6815,user145@example.com,+1-555-238-7443,"709 Main St, City, State",Chicago,MI,90182,US,206.82.105.155,individual,2025-04-19 10:27:44.829370,2025-04-19,10:27:44,Local Business,General Business,Technology,service_business,subscription,312.96,general,apple_pay,completed,00,Approved,598,,False,,49.30131811536033,,608.383207914911,paid_search,1,False,desktop_mac,False,227,AKST,en,BATCH_20250419_6653,TERM_4001,0.0,25.04,True,chip,,10,5,True,4,2,1,312.96,0,13.180409591972582
TXN_20250419_00000181,CUST_58951460,Customer 5089,user609@example.com,+1-555-851-5618,"633 Main St, City, State",Phoenix,NC,79398,US,128.137.29.186,startup,2025-04-19 12:11:08.829370,2025-04-19,12:11:08,Local Business,General Business,Technology,service_business,subscription,408.96,general,venmo,completed,00,Approved,662,,False,,23.053315121790106,,2726.7272223559785,social_media_organic,3,True,mobile_ios,True,189,AKST,en,BATCH_20250419_8616,TERM_5618,0.0,32.72,True,chip,,12,5,True,4,2,2,878.0,0,21.916523106046114
TXN_20250419_00000080,CUST_89907355,Customer 6654,user307@example.com,+1-555-900-9119,"691 Main St, City, State",Chicago,GA,42965,US,209.44.114.206,smb,2025-04-19 15:03:39.829370,2025-04-19,15:03:39,Local Business,General Business,Technology,service_business,service,424.88,general,google_pay,completed,00,Approved,573,,False,,3.1905459552028894,,49967.395527517605,social_media_paid,1,True,mobile_ios,True,1295,EST,en,BATCH_20250419_9691,TERM_8434,0.0,33.99,True,chip,,15,5,True,4,2,1,424.88,0,17.547462848447626
TXN_20250419_00000252,CUST_64980634,Customer 7745,user237@example.com,+1-555-440-7753,"279 Main St, City, State",New York,TX,58719,US,98.233.28.202,startup,2025-04-19 16:22:48.829370,2025-04-19,16:22:48,Local Business,General Business,Technology,service_business,purchase,314.24,general,venmo,completed,00,Approved,266,,False,,10.07878104166231,,1738.5691451400717,organic_search,2,True,mobile_android,True,1511,HST,en,BATCH_20250419_7140,TERM_4637,0.0,25.14,True,chip,,16,5,True,4,2,2,560.87,0,5.1100154101561195
TXN_20250419_00000071,CUST_44131173,Customer 5160,user245@example.com,+1-555-495-3560,"118 Main St, City, State",Los Angeles,IL,43380,US,217.95.79.87,enterprise,2025-04-19 16:40:29.829370,2025-04-19,16:40:29,Local Business,General Business,Technology,service_business,subscription,394.52,general,apple_pay,completed,00,Approved,711,,False,,18.332320464371072,,313478.4409837011,affiliate,1,False,mobile_android,True,857,CST,en,BATCH_20250419_9803,TERM_1386,0.0,31.56,True,chip,,16,5,True,4,2,1,394.52,0,18.988161902000073
TXN_20250419_00000190,CUST_96955800,Customer 3897,user879@example.com,+1-555-208-1156,"543 Main St, City, State",New York,IL,73855,US,133.87.206.152,startup,2025-04-19 19:11:59.829370,2025-04-19,19:11:59,Local Business,General Business,Technology,service_business,purchase,96.67,general,google_pay,completed,00,Approved,311,,False,,1.6028287696765702,,6175.620513234048,paid_search,3,False,mobile_ios,True,99,PST,en,BATCH_20250419_5326,TERM_2647,0.0,7.73,True,chip,,19,5,True,4,2,1,96.67,0,22.483684966518286
TXN_20250419_00000247,CUST_62472632,Customer 1586,user630@example.com,+1-555-171-6426,"520 Main St, City, State",Phoenix,CA,69689,US,17.75.178.215,individual,2025-04-19 20:16:53.829370,2025-04-19,20:16:53,Local Business,General Business,Technology,service_business,service,461.53,general,google_pay,completed,00,Approved,521,,False,,18.48657995173516,,1581.6570122032776,direct_traffic,4,True,desktop_windows,False,1236,CST,en,BATCH_20250419_4468,TERM_4030,0.0,36.92,False,chip,,20,5,True,4,2,1,461.53,0,14.673753386187107
TXN_20250419_00000127,CUST_41809916,Customer 1294,user865@example.com,+1-555-479-7666,"153 Main St, City, State",Phoenix,TX,62814,US,253.25.254.60,enterprise,2025-04-19 20:46:59.829370,2025-04-19,20:46:59,Local Business,General Business,Technology,service_business,service,156.96,general,paypal,completed,00,Approved,799,,False,,5.380159976310778,,262268.3584828493,influencer,5,True,wearable_android_wear,False,421,EST,en,BATCH_20250419_6642,TERM_7156,0.0,12.56,False,chip,,20,5,True,4,2,1,156.96,0,8.699608412029853
TXN_20250419_00000352,CUST_63384259,Customer 2565,user757@example.com,+1-555-962-8477,"192 Main St, City, State",New York,NY,37804,US,205.193.199.154,smb,2025-04-19 22:40:30.829370,2025-04-19,22:40:30,Local Business,General Business,Technology,service_business,service,485.28,general,google_pay,completed,00,Approved,359,,False,,15.543069437428137,,42783.09492531797,organic_search,4,True,mobile_android,True,1168,CST,en,BATCH_20250419_3803,TERM_2817,0.0,38.82,False,chip,,22,5,True,4,2,1,485.28,0,6.363985279604327
TXN_20250419_00000516,CUST_67469283,Customer 6000,user830@example.com,+1-555-184-1474,"419 Main St, City, State",Phoenix,TX,88212,US,194.153.224.168,smb,2025-04-19 23:04:12.829370,2025-04-19,23:04:12,Local Business,General Business,Technology,service_business,service,95.62,general,venmo,completed,00,Approved,312,,False,,16.20245163484141,,32724.196827190826,paid_search,2,False,mobile_android,True,1450,PST,en,BATCH_20250419_3927,TERM_8547,0.0,7.65,True,chip,,23,5,True,4,2,1,95.62,0,14.636968509522134
TXN_20250420_00000155,CUST_18513321,Customer 1894,user123@example.com,+1-555-843-8331,"465 Main St, City, State",New York,CA,66223,US,173.194.131.102,smb,2025-04-20 15:34:59.829370,2025-04-20,15:34:59,Local Business,General Business,Technology,service_business,purchase,149.47,general,venmo,completed,00,Approved,818,,False,,27.091150025255075,,22352.85163928243,social_media_organic,1,False,mobile_android,True,1731,HST,en,BATCH_20250420_6389,TERM_5294,0.0,11.96,True,chip,,15,6,True,4,2,1,149.47,0,21.272651293775347
TXN_20250420_00000263,CUST_34017309,Customer 2333,user649@example.com,+1-555-587-4292,"179 Main St, City, State",Chicago,MI,42733,US,200.222.200.84,smb,2025-04-20 16:54:33.829370,2025-04-20,16:54:33,Local Business,General Business,Technology,service_business,service,456.95,general,card,completed,00,Approved,3068,amex,False,,4.280422001226971,,48751.10640640119,organic_search,1,False,mobile_ios,True,1228,CST,en,BATCH_20250420_5262,TERM_6662,0.0,36.56,True,chip,348461759265998,16,6,True,4,2,1,456.95,0,20.114661657934104
TXN_20250420_00000395,CUST_78042972,Customer 6539,user286@example.com,+1-555-671-9814,"124 Main St, City, State",Chicago,NY,34951,US,46.54.217.202,startup,2025-04-20 17:13:18.829370,2025-04-20,17:13:18,Local Business,General Business,Technology,service_business,subscription,394.52,general,apple_pay,completed,00,Approved,410,,False,,25.675714340565705,,7166.485359603974,organic_search,1,False,gaming_console_nintendo,False,1063,PST,en,BATCH_20250420_4969,TERM_3922,0.0,31.56,True,chip,,17,6,True,4,2,1,394.52,0,22.006001370532907
TXN_20250420_00000451,CUST_13876382,Customer 7695,user285@example.com,+1-555-858-5565,"392 Main St, City, State",Los Angeles,TX,46660,US,170.175.22.70,enterprise,2025-04-20 19:30:23.829370,2025-04-20,19:30:23,Local Business,General Business,Technology,service_business,service,383.41,general,card,completed,00,Approved,1606,mastercard,False,,15.618296820265847,,333123.72414574394,referral,2,False,mobile_android,True,1412,PST,en,BATCH_20250420_2353,TERM_9730,0.0,30.67,True,chip,5344048902177201,19,6,True,4,2,1,383.41,0,21.858813767776926
TXN_20250420_00000098,CUST_41809916,Customer 1294,user865@example.com,+1-555-479-7666,"153 Main St, City, State",Phoenix,TX,62814,US,253.25.254.60,enterprise,2025-04-20 20:45:39.829370,2025-04-20,20:45:39,Local Business,General Business,Technology,service_business,subscription,38.7620830405356,general,paypal,completed,00,Approved,477,,False,,5.380159976310778,,262268.3584828493,influencer,3,True,wearable_apple_watch,False,238,EST,en,BATCH_20250420_7843,TERM_8464,0.0,0.93,False,chip,,20,6,True,4,2,2,195.7220830405356,0,23.114898812797584
TXN_20250420_00000083,CUST_89907355,Customer 6654,user307@example.com,+1-555-900-9119,"691 Main St, City, State",Chicago,GA,42965,US,209.44.114.206,smb,2025-04-20 21:20:26.829370,2025-04-20,21:20:26,Local Business,General Business,Technology,service_business,purchase,259.32,general,venmo,completed,00,Approved,771,,False,,3.1905459552028894,,49967.395527517605,social_media_paid,2,True,mobile_android,True,205,EST,en,BATCH_20250420_7300,TERM_3298,0.0,20.75,True,chip,,21,6,True,4,2,2,684.2,0,17.987675856447538
TXN_20250421_00000485,CUST_45942958,Customer 2299,user843@example.com,+1-555-879-8382,"770 Main St, City, State",Houston,OH,83740,US,6.222.42.202,startup,2025-04-21 02:20:20.829370,2025-04-21,02:20:20,Local Business,General Business,Technology,service_business,service,63.20899186417722,general,card,completed,00,Approved,2942,mastercard,False,,7.955616280233598,,9591.1456979359,content_marketing,1,False,tablet_ipad,False,963,HST,en,BATCH_20250421_1031,TERM_5787,0.0,4.85,True,chip,5708395406351607,2,0,False,4,2,1,63.20899186417722,0,19.832594775095952
TXN_20250421_00000275,CUST_51325586,Customer 4265,user391@example.com,+1-555-600-2617,"854 Main St, City, State",Phoenix,NC,17659,US,111.254.153.101,individual,2025-04-21 10:23:25.829370,2025-04-21,10:23:25,Local Business,General Business,Technology,service_business,service,158.44,general,card,completed,00,Approved,938,visa,False,,11.867996907732532,,1239.3845951586588,social_media_organic,1,False,mobile_ios,True,323,HST,en,BATCH_20250421_2332,TERM_1370,0.0,12.68,True,chip,4801180386503068,10,0,False,4,2,1,158.44,0,17.69138064691024
TXN_20250421_00000504,CUST_95451644,Customer 5627,user223@example.com,+1-555-819-4417,"866 Main St, City, State",Phoenix,TX,90896,US,127.200.171.137,individual,2025-04-21 13:28:07.829370,2025-04-21,13:28:07,Local Business,General Business,Technology,service_business,subscription,417.28,general,apple_pay,completed,00,Approved,745,,False,,1.481899772381725,,1362.4870507844025,social_media_organic,1,False,tablet_ipad,False,1107,HST,en,BATCH_20250421_2008,TERM_2034,0.0,33.38,True,chip,,13,0,False,4,2,1,417.28,0,7.804457724875126
TXN_20250421_00000066,CUST_41809916,Customer 1294,user865@example.com,+1-555-479-7666,"153 Main St, City, State",Phoenix,TX,62814,US,253.25.254.60,enterprise,2025-04-21 14:58:02.829370,2025-04-21,14:58:02,Local Business,General Business,Technology,service_business,purchase,370.07,general,google_pay,completed,00,Approved,991,,False,,5.380159976310778,,262268.3584828493,influencer,2,True,wearable_apple_watch,False,191,EST,en,BATCH_20250421_2125,TERM_7424,0.0,29.61,True,chip,,14,0,False,4,2,3,565.7920830405355,0,21.01640332864308
TXN_20250421_00000169,CUST_52019760,Customer 8786,user237@example.com,+1-555-487-9109,"139 Main St, City, State",Phoenix,NC,35283,US,69.49.52.13,startup,2025-04-21 21:54:58.829370,2025-04-21,21:54:58,Local Business,General Business,Technology,service_business,service,420.77,general,paypal,completed,00,Approved,619,,False,,4.260477033794779,,6898.429382089693,content_marketing,1,True,desktop_windows,False,1608,CST,en,BATCH_20250421_8230,TERM_9131,0.0,33.66,False,chip,,21,0,False,4,2,1,420.77,0,18.13808090184726
TXN_20250421_00000391,CUST_47162493,Customer 9524,user596@example.com,+1-555-199-6343,"279 Main St, City, State",Los Angeles,CA,10691,US,225.166.237.151,enterprise,2025-04-21 22:57:12.829370,2025-04-21,22:57:12,Local Business,General Business,Technology,service_business,subscription,376.07,general,card,completed,00,Approved,2745,visa,False,,11.308707252694306,,234457.12728741753,social_media_organic,2,False,desktop_mac,False,1098,MST,en,BATCH_20250421_9054,TERM_7444,0.0,30.09,True,swipe,4502538120446974,22,0,False,4,2,1,376.07,0,20.28812641004933
TXN_20250422_00000350,CUST_24879005,Customer 5130,user522@example.com,+1-555-916-6459,"153 Main St, City, State",Los Angeles,MI,64441,US,135.4.1.73,enterprise,2025-04-22 01:28:56.829370,2025-04-22,01:28:56,Local Business,General Business,Technology,service_business,service,451.88,general,google_pay,completed,00,Approved,321,,False,,21.43910700132755,,91913.49221462882,paid_search,1,False,desktop_linux,False,159,EST,en,BATCH_20250422_4147,TERM_8194,0.0,36.15,True,chip,,1,1,False,4,2,1,451.88,0,16.280101273101376
TXN_20250422_00000301,CUST_74177056,Customer 5696,user378@example.com,+1-555-417-4035,"271 Main St, City, State",Phoenix,OH,37942,US,150.175.169.244,startup,2025-04-22 02:43:18.829370,2025-04-22,02:43:18,Local Business,General Business,Technology,service_business,purchase,325.68,general,paypal,completed,00,Approved,215,,False,,11.870717876101796,,5374.385988796976,social_media_paid,4,True,mobile_android,True,1309,PST,en,BATCH_20250422_6353,TERM_3133,0.0,26.05,True,chip,,2,1,False,4,2,1,325.68,0,7.458422263500837
TXN_20250422_00000202,CUST_44031562,Customer 7839,user406@example.com,+1-555-697-4043,"411 Main St, City, State",Los Angeles,GA,31660,US,124.109.168.72,smb,2025-04-22 11:45:57.829370,2025-04-22,11:45:57,Local Business,General Business,Technology,service_business,subscription,276.63,general,venmo,completed,00,Approved,506,,False,,9.61888213082415,,33904.81106233633,social_media_paid,3,False,tablet_ipad,False,271,HST,en,BATCH_20250422_8584,TERM_1061,0.0,22.13,True,chip,,11,1,False,4,2,1,276.63,0,10.388544942430311
TXN_20250422_00000119,CUST_49965575,Customer 8638,user446@example.com,+1-555-295-5430,"241 Main St, City, State",Houston,FL,33599,US,216.255.135.17,startup,2025-04-22 18:59:53.829370,2025-04-22,18:59:53,Local Business,General Business,Technology,service_business,service,44.04052036613399,general,paypal,completed,00,Approved,407,,False,,2.613647916266367,,4364.240761832169,paid_search,1,False,desktop_mac,False,966,PST,en,BATCH_20250422_6876,TERM_5060,0.0,5.49,True,chip,,18,1,False,4,2,1,44.04052036613399,0,11.665318856523008
TXN_20250422_00000474,CUST_33963768,Customer 2081,user945@example.com,+1-555-428-1321,"214 Main St, City, State",New York,OH,79673,US,22.72.97.238,smb,2025-04-22 19:49:31.829370,2025-04-22,19:49:31,Local Business,General Business,Technology,service_business,purchase,171.77,general,google_pay,completed,00,Approved,305,,False,,6.281054236488285,,18413.239517269874,affiliate,1,False,mobile_android,True,75,PST,en,BATCH_20250422_3393,TERM_8255,0.0,13.74,False,chip,,19,1,False,4,2,1,171.77,0,18.892354732884947
TXN_20250422_00000346,CUST_67770240,Customer 8065,user443@example.com,+1-555-917-1127,"558 Main St, City, State",Los Angeles,PA,12506,US,204.247.104.90,individual,2025-04-22 19:56:44.829370,2025-04-22,19:56:44,Local Business,General Business,Technology,service_business,service,178.09,general,venmo,completed,00,Approved,969,,False,,1.007640044333169,,636.6866129083794,social_media_paid,1,False,desktop_windows,False,507,PST,en,BATCH_20250422_3166,TERM_3838,0.0,14.25,True,chip,,19,1,False,4,2,1,178.09,0,11.484993440286889
TXN_20250422_00000582,CUST_60537008,Customer 9392,user731@example.com,+1-555-576-3569,"519 Main St, City, State",Phoenix,NC,99716,US,92.82.38.68,individual,2025-04-22 21:35:54.829370,2025-04-22,21:35:54,Local Business,General Business,Technology,service_business,subscription,410.63,general,apple_pay,completed,00,Approved,459,,False,,49.34497868046162,,588.1309490615031,affiliate,1,False,mobile_ios,True,1380,MST,en,BATCH_20250422_1124,TERM_1851,0.0,32.85,True,chip,,21,1,False,4,2,1,410.63,0,8.76599000202864
TXN_20250422_00000322,CUST_61568705,Customer 8076,user498@example.com,+1-555-560-7248,"187 Main St, City, State",Houston,TX,93411,US,34.255.103.82,startup,2025-04-22 21:38:29.829370,2025-04-22,21:38:29,Local Business,General Business,Technology,service_business,subscription,433.59,general,card,completed,00,Approved,3253,amex,False,,20.074970660923917,,6362.297041791976,paid_search,1,False,mobile_ios,True,109,CST,en,BATCH_20250422_3679,TERM_9490,0.0,34.69,True,swipe,345567192012489,21,1,False,4,2,1,433.59,0,13.963891276123636
TXN_20250423_00000490,CUST_49813418,Customer 4754,user682@example.com,+1-555-223-7198,"127 Main St, City, State",New York,GA,61782,US,192.229.19.90,enterprise,2025-04-23 09:18:36.829370,2025-04-23,09:18:36,Local Business,General Business,Technology,service_business,service,400.61,general,paypal,completed,00,Approved,261,,False,,10.442125808963146,,347323.8034004696,social_media_organic,2,False,desktop_windows,False,860,AKST,en,BATCH_20250423_8953,TERM_5096,0.0,32.05,True,chip,,9,2,False,4,2,1,400.61,0,23.939858291954422
TXN_20250423_00000515,CUST_15291300,Customer 4808,user957@example.com,+1-555-529-6452,"636 Main St, City, State",New York,FL,18431,US,70.222.37.48,individual,2025-04-23 14:05:22.829370,2025-04-23,14:05:22,Local Business,General Business,Technology,service_business,purchase,166.39,general,paypal,completed,00,Approved,920,,False,,11.313063283766706,,1459.9796071041371,influencer,2,False,mobile_android,True,817,AKST,en,BATCH_20250423_3979,TERM_2854,0.0,13.31,True,chip,,14,2,False,4,2,1,166.39,0,14.905670552139359
