transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,product_category,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240716_00003907,CUST_82250511,Customer 3147,user678@example.com,+1-555-733-2913,"382 Main St, City, State",Chicago,TX,74188,US,160.247.225.44,regular,2024-07-16 00:29:15.461720,2024-07-16,00:29:15,LuxStay Hotels,Hotel Management,Hospitality,amenity,423.72,general,paypal,completed,00,Approved,308,False,,27.35948962230159,,4990.513777119761,email_marketing,1,mobile_ios,True,35,PST,en,0.0,1.0,False,7.0,3.0,1.0,423.72
TXN_20240716_00003620,CUST_81092376,Customer 4251,user726@example.com,+1-555-624-8208,"391 Main St, City, State",Chicago,CA,87895,US,225.199.234.77,new,2024-07-16 01:18:45.461720,2024-07-16,01:18:45,LuxStay Hotels,Hotel Management,Hospitality,amenity,79.45,general,card,completed,00,Approved,1833,False,,17.49794979880008,,389.5339089876343,organic_search,9,desktop_windows,False,1057,HST,en,1.0,1.0,False,7.0,3.0,1.0,79.45
TXN_20240716_00007091,CUST_77836594,Customer 5826,user730@example.com,+1-555-794-1923,"702 Main St, City, State",Chicago,OH,57622,US,244.55.89.112,new,2024-07-16 01:45:34.461720,2024-07-16,01:45:34,LuxStay Hotels,Hotel Management,Hospitality,service_charge,51.78,general,paypal,completed,00,Approved,644,False,,12.615689414095609,,417.0304216620441,paid_search,3,tablet_ipad,False,1455,PST,en,1.0,1.0,False,7.0,3.0,1.0,51.78
TXN_20240716_00004618,CUST_38345232,Customer 4542,user401@example.com,+1-555-182-3288,"971 Main St, City, State",Chicago,FL,94869,US,159.119.43.106,new,2024-07-16 05:59:56.461720,2024-07-16,05:59:56,LuxStay Hotels,Hotel Management,Hospitality,amenity,143.35,general,paypal,completed,00,Approved,1048,False,,15.352240640692957,,830.9012734003259,social_media_organic,5,mobile_android,True,1410,MST,en,5.0,1.0,False,7.0,3.0,1.0,143.35
TXN_20240716_00007184,CUST_59031727,Customer 1455,user525@example.com,+1-555-616-8549,"877 Main St, City, State",Los Angeles,PA,32527,US,158.180.64.115,new,2024-07-16 14:07:32.461720,2024-07-16,14:07:32,LuxStay Hotels,Hotel Management,Hospitality,room_booking,411.67,general,venmo,completed,00,Approved,1836,False,amount_exceeds_normal,34.025640237107105,,803.4525815099198,social_media_paid,2,mobile_android,True,1118,HST,en,14.0,1.0,False,7.0,3.0,1.0,411.67
TXN_20240716_00002416,CUST_65454956,Customer 2410,user123@example.com,+1-555-586-8997,"534 Main St, City, State",Phoenix,TX,82618,US,35.48.122.52,enterprise,2024-07-16 14:50:26.461720,2024-07-16,14:50:26,LuxStay Hotels,Hotel Management,Hospitality,amenity,144.31,general,card,completed,00,Approved,485,False,,8.952743915162234,,62786.61249473245,organic_search,4,desktop_windows,False,1698,HST,en,14.0,1.0,False,7.0,3.0,1.0,144.31
TXN_20240716_00001366,CUST_70994008,Customer 3315,user384@example.com,+1-555-548-6255,"563 Main St, City, State",Chicago,GA,81917,US,12.86.144.196,vip,2024-07-16 14:55:54.461720,2024-07-16,14:55:54,LuxStay Hotels,Hotel Management,Hospitality,amenity,336.53,general,apple_pay,completed,00,Approved,935,True,fraud_type_card_testing,22.07536884481234,card_testing,14730.052699390348,organic_search,2,mobile_ios,True,1560,HST,en,14.0,1.0,False,7.0,3.0,1.0,336.53
TXN_20240716_00001418,CUST_28983864,Customer 1606,user253@example.com,+1-555-388-6408,"355 Main St, City, State",Houston,FL,63347,US,96.164.93.3,regular,2024-07-16 14:58:00.461720,2024-07-16,14:58:00,LuxStay Hotels,Hotel Management,Hospitality,service_charge,200.06,general,card,completed,00,Approved,292,False,,7.947257432900584,,2854.917827695355,organic_search,1,desktop_windows,False,291,HST,en,14.0,1.0,False,7.0,3.0,1.0,200.06
TXN_20240716_00001574,CUST_13214289,Customer 9714,user357@example.com,+1-555-239-4676,"449 Main St, City, State",Houston,FL,95234,US,111.138.98.191,enterprise,2024-07-16 15:25:35.461720,2024-07-16,15:25:35,LuxStay Hotels,Hotel Management,Hospitality,room_booking,238.48,general,venmo,completed,00,Approved,778,False,,24.26534297299179,,95606.32348581126,social_media_paid,1,mobile_ios,True,607,AKST,en,15.0,1.0,False,7.0,3.0,1.0,238.48
TXN_20240716_00006098,CUST_89895875,Customer 9209,user200@example.com,+1-555-786-7395,"776 Main St, City, State",Chicago,MI,94198,US,164.164.32.8,regular,2024-07-16 15:56:57.461720,2024-07-16,15:56:57,LuxStay Hotels,Hotel Management,Hospitality,service_charge,225.39,general,card,failed,05,Do not honor,763,False,,16.22433857616379,,1825.3458329697637,paid_search,1,smart_tv_apple_tv,False,1449,HST,en,15.0,1.0,False,7.0,3.0,1.0,225.39
