transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,product_category,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240716_00004824,CUST_42539941,Customer 3652,user588@example.com,+1-555-648-3747,"883 Main St, City, State",Phoenix,NY,21898,US,94.63.39.221,regular,2024-07-16 01:23:26.999337,2024-07-16,01:23:26,TutorConnect Pro,Online Tutoring,Education,session_booking,465.46,general,venmo,completed,00,Approved,901,False,,4.261710164706345,,2982.66097889345,organic_search,2,mobile_ios,True,1479,MST,en,1.0,1.0,False,7.0,3.0,1.0,465.46
TXN_20240716_00005211,CUST_58256242,Customer 8522,user185@example.com,+1-555-547-3791,"417 Main St, City, State",Houston,FL,55803,US,231.35.185.23,new,2024-07-16 01:30:24.999337,2024-07-16,01:30:24,TutorConnect Pro,Online Tutoring,Education,package_purchase,436.19,general,google_pay,completed,00,Approved,1764,False,amount_exceeds_normal,37.351435941531804,,172.41629686167022,social_media_organic,2,desktop_windows,False,892,PST,en,1.0,1.0,False,7.0,3.0,1.0,436.19
TXN_20240716_00002085,CUST_80610921,Customer 7770,user550@example.com,+1-555-309-2164,"592 Main St, City, State",New York,IL,66827,US,95.102.50.8,enterprise,2024-07-16 01:45:51.999337,2024-07-16,01:45:51,TutorConnect Pro,Online Tutoring,Education,session_booking,397.41,general,venmo,completed,00,Approved,288,False,,14.987858007250454,,184005.7657132606,affiliate,1,mobile_android,True,1762,MST,en,1.0,1.0,False,7.0,3.0,1.0,397.41
TXN_20240716_00006805,CUST_12739776,Customer 6729,user478@example.com,+1-555-719-5518,"632 Main St, City, State",New York,FL,84369,US,183.85.253.159,vip,2024-07-16 01:54:55.999337,2024-07-16,01:54:55,TutorConnect Pro,Online Tutoring,Education,subscription,82.8,general,card,completed,00,Approved,1136,False,,15.767916932365367,,19518.647909984404,paid_search,4,mobile_ios,True,964,MST,en,1.0,1.0,False,7.0,3.0,1.0,82.8
TXN_20240716_00004959,CUST_35363231,Customer 6579,user972@example.com,+1-555-814-4551,"222 Main St, City, State",Houston,GA,36967,US,122.31.244.140,enterprise,2024-07-16 02:16:37.999337,2024-07-16,02:16:37,TutorConnect Pro,Online Tutoring,Education,package_purchase,88.31,general,venmo,completed,00,Approved,1525,False,,4.7293599040467305,,197939.02131392105,social_media_organic,1,mobile_android,True,1548,CST,en,2.0,1.0,False,7.0,3.0,1.0,88.31
TXN_20240716_00005766,CUST_60333276,Customer 1229,user520@example.com,+1-555-498-3699,"556 Main St, City, State",New York,TX,53680,US,179.250.23.78,new,2024-07-16 02:27:20.999337,2024-07-16,02:27:20,TutorConnect Pro,Online Tutoring,Education,session_booking,425.46,general,venmo,completed,00,Approved,1713,False,,16.31408776458435,,928.3784580191589,organic_search,3,desktop_windows,False,830,CST,en,2.0,1.0,False,7.0,3.0,1.0,425.46
TXN_20240716_00004076,CUST_68253257,Customer 3658,user501@example.com,+1-555-269-8121,"683 Main St, City, State",Houston,IL,89101,US,50.233.60.163,regular,2024-07-16 07:03:43.999337,2024-07-16,07:03:43,TutorConnect Pro,Online Tutoring,Education,session_booking,29.09,general,google_pay,completed,00,Approved,294,False,,0.7056931275506079,,1050.556646736402,paid_search,1,tablet_android,False,1627,AKST,en,7.0,1.0,False,7.0,3.0,1.0,29.09
TXN_20240716_00002274,CUST_49408784,Customer 2432,user460@example.com,+1-555-624-6948,"563 Main St, City, State",Phoenix,GA,60441,US,230.100.180.72,new,2024-07-16 07:09:17.999337,2024-07-16,07:09:17,TutorConnect Pro,Online Tutoring,Education,subscription,136.75,general,card,completed,00,Approved,486,False,amount_exceeds_normal,32.51026806287362,,128.6406993784886,social_media_paid,3,mobile_ios,True,817,HST,en,7.0,1.0,False,7.0,3.0,1.0,136.75
TXN_20240716_00002703,CUST_90134912,Customer 1947,user533@example.com,+1-555-102-1271,"992 Main St, City, State",Los Angeles,MI,30232,US,195.250.13.202,regular,2024-07-16 09:53:46.999337,2024-07-16,09:53:46,TutorConnect Pro,Online Tutoring,Education,package_purchase,492.7,general,card,completed,00,Approved,1322,False,,15.683631274311919,,2433.2224988863045,paid_search,3,mobile_android,True,1685,MST,en,9.0,1.0,False,7.0,3.0,1.0,492.7
TXN_20240716_00004796,CUST_84450127,Customer 4976,user217@example.com,+1-555-400-8676,"448 Main St, City, State",Phoenix,FL,34325,US,203.6.174.142,regular,2024-07-16 16:37:06.999337,2024-07-16,16:37:06,TutorConnect Pro,Online Tutoring,Education,subscription,151.75,general,apple_pay,completed,00,Approved,1037,False,,3.8580890479325323,,4309.441162815276,paid_search,4,mobile_ios,True,1723,HST,en,16.0,1.0,False,7.0,3.0,1.0,151.75
