transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,service_type,product_category,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240716_00000398,CUST_12138635,Customer 2259,user178@example.com,+1-555-750-5047,"355 Main St, City, State",Chicago,GA,71364,US,105.229.239.140,family,2024-07-16 00:15:13.479656,2024-07-16,00:15:13,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,252.59,specialist_consultation,service,apple_pay,failed,14,Invalid card,227,False,,9.734727179413017,,4779.335810468084,referral,1,mobile_android,True,1168,EST,en,0.0,1.0,False,7.0,3.0,1.0,252.59
TXN_20240716_00006606,CUST_71839744,Customer 5066,user549@example.com,+1-555-154-8077,"276 Main St, City, State",Chicago,IL,68572,US,49.15.248.192,professional,2024-07-16 00:15:48.479656,2024-07-16,00:15:48,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,181.42,therapy_session,service,apple_pay,completed,00,Approved,127,False,,10.151015377036614,,8280.196344867853,social_media_organic,2,mobile_android,True,865,CST,en,0.0,1.0,False,7.0,3.0,1.0,181.42
TXN_20240716_00000443,CUST_43263689,Customer 5541,user910@example.com,+1-555-253-9557,"530 Main St, City, State",New York,IL,42693,US,79.4.144.122,corporate,2024-07-16 01:53:33.479656,2024-07-16,01:53:33,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,165.87,therapy_session,service,google_pay,completed,00,Approved,161,False,,4.236761131132427,,29459.929162715613,social_media_organic,1,desktop_windows,False,441,PST,en,1.0,1.0,False,7.0,3.0,1.0,165.87
TXN_20240716_00007106,CUST_27175712,Customer 5292,user713@example.com,+1-555-868-5931,"735 Main St, City, State",New York,PA,26239,US,2.207.12.229,individual,2024-07-16 02:37:11.479656,2024-07-16,02:37:11,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,44.02,prescription_consultation,service,card,completed,00,Approved,732,False,,7.849416685035565,,1804.5879861178719,paid_search,2,mobile_android,True,1426,PST,en,2.0,1.0,False,7.0,3.0,1.0,44.02
TXN_20240716_00003121,CUST_77833167,Customer 3820,user515@example.com,+1-555-153-1996,"678 Main St, City, State",Los Angeles,OH,56485,US,95.3.212.187,professional,2024-07-16 03:19:30.479656,2024-07-16,03:19:30,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,183.68,specialist_consultation,service,venmo,completed,00,Approved,709,False,,6.624660082545275,,10470.078504645093,paid_search,1,tablet_android,False,1478,PST,en,3.0,1.0,False,7.0,3.0,1.0,183.68
TXN_20240716_00002829,CUST_51035510,Customer 1194,user277@example.com,+1-555-757-9425,"487 Main St, City, State",Phoenix,NY,59970,US,163.209.17.120,corporate,2024-07-16 13:59:18.479656,2024-07-16,13:59:18,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,76.15,general_consultation,service,google_pay,completed,00,Approved,346,False,,22.263245514031926,,8539.845053360861,social_media_organic,2,mobile_ios,True,1111,EST,en,13.0,1.0,False,7.0,3.0,1.0,76.15
TXN_20240716_00005699,CUST_14642635,Customer 2813,user784@example.com,+1-555-732-2534,"585 Main St, City, State",New York,CA,80633,US,255.220.17.71,corporate,2024-07-16 13:59:54.479656,2024-07-16,13:59:54,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,289.91,specialist_consultation,service,paypal,completed,00,Approved,988,False,,22.331685572170997,,20805.713111246772,direct_traffic,3,mobile_ios,True,806,MST,en,13.0,1.0,False,7.0,3.0,1.0,289.91
TXN_20240716_00004042,CUST_92211591,Customer 6904,user748@example.com,+1-555-386-5348,"718 Main St, City, State",New York,TX,64151,US,98.37.243.44,professional,2024-07-16 14:22:53.479656,2024-07-16,14:22:53,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,55.33,prescription_consultation,service,paypal,completed,00,Approved,296,False,,6.585901750610707,,7044.625301003437,social_media_organic,1,mobile_ios,True,164,EST,en,14.0,1.0,False,7.0,3.0,1.0,55.33
TXN_20240716_00005803,CUST_23975969,Customer 4420,user904@example.com,+1-555-875-1334,"830 Main St, City, State",New York,PA,19750,US,143.138.7.98,corporate,2024-07-16 14:48:02.479656,2024-07-16,14:48:02,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,94.08,general_consultation,service,apple_pay,completed,00,Approved,1305,False,,22.77492442205745,,37972.881454447925,organic_search,8,desktop_windows,False,372,CST,en,14.0,1.0,False,7.0,3.0,1.0,94.08
TXN_20240716_00003913,CUST_68339445,Customer 7762,user612@example.com,+1-555-824-4521,"707 Main St, City, State",Phoenix,FL,28658,US,156.131.223.158,corporate,2024-07-16 14:52:15.479656,2024-07-16,14:52:15,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,123.16,general_consultation,service,paypal,completed,00,Approved,536,False,,4.029724631636716,,28969.35795080519,paid_search,3,mobile_ios,True,1424,EST,en,14.0,1.0,False,7.0,3.0,1.0,123.16
TXN_20240716_00001933,CUST_17059580,Customer 8800,user310@example.com,+1-555-349-7363,"441 Main St, City, State",Houston,TX,97168,US,71.101.29.104,corporate,2024-07-16 14:52:50.479656,2024-07-16,14:52:50,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,126.1,general_consultation,service,paypal,completed,00,Approved,462,False,,12.698891955940997,,47581.75222204975,paid_search,1,tablet_ipad,False,1052,EST,en,14.0,1.0,False,7.0,3.0,1.0,126.1
TXN_20240716_00007880,CUST_13955405,Customer 8425,user639@example.com,+1-555-256-3923,"811 Main St, City, State",New York,TX,41430,US,255.241.202.63,individual,2024-07-16 16:44:45.479656,2024-07-16,16:44:45,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,179.39,specialist_consultation,service,venmo,completed,00,Approved,1697,False,,23.899179478741676,,464.3279585189075,social_media_organic,1,mobile_android,True,1192,PST,en,16.0,1.0,False,7.0,3.0,1.0,179.39
TXN_20240716_00003667,CUST_57615557,Customer 3683,user995@example.com,+1-555-796-9935,"372 Main St, City, State",Chicago,TX,15899,US,254.30.107.40,professional,2024-07-16 17:04:13.479656,2024-07-16,17:04:13,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,59.94,prescription_consultation,service,paypal,completed,00,Approved,1169,False,,1.4579503029084977,,11500.132297900538,organic_search,4,mobile_android,True,1035,PST,en,17.0,1.0,False,7.0,3.0,1.0,59.94
TXN_20240716_00006096,CUST_67981359,Customer 7133,user927@example.com,+1-555-544-8007,"920 Main St, City, State",Chicago,PA,85508,US,85.102.138.94,corporate,2024-07-16 17:23:55.479656,2024-07-16,17:23:55,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,32.66,prescription_consultation,service,card,completed,00,Approved,1675,False,,2.32137526305217,,41114.42273678619,paid_search,4,desktop_windows,False,1153,AKST,en,17.0,1.0,False,7.0,3.0,1.0,32.66
TXN_20240716_00000080,CUST_94239724,Customer 2272,user536@example.com,+1-555-884-8554,"878 Main St, City, State",Houston,OH,51994,US,167.43.130.49,family,2024-07-16 17:49:04.479656,2024-07-16,17:49:04,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,38.5,prescription_consultation,service,apple_pay,completed,00,Approved,1425,False,,0.3911465797884739,,847.1769031603421,social_media_organic,1,mobile_android,True,947,PST,en,17.0,1.0,False,7.0,3.0,1.0,38.5
TXN_20240716_00001202,CUST_70544761,Customer 1618,user338@example.com,+1-555-339-2629,"829 Main St, City, State",Phoenix,OH,48805,US,112.104.165.234,family,2024-07-16 18:38:40.479656,2024-07-16,18:38:40,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,180.27,specialist_consultation,service,venmo,completed,00,Approved,821,False,,29.446338507753318,,4737.234079150008,organic_search,1,mobile_android,True,1226,AKST,en,18.0,1.0,False,7.0,3.0,1.0,180.27
TXN_20240716_00000431,CUST_47542784,Customer 4529,user417@example.com,+1-555-431-6903,"485 Main St, City, State",Chicago,NY,87556,US,133.249.93.200,corporate,2024-07-16 19:36:29.479656,2024-07-16,19:36:29,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,107.15,general_consultation,service,card,completed,00,Approved,396,False,,22.51694628796057,,19458.307326234113,social_media_organic,1,desktop_linux,False,193,AKST,en,19.0,1.0,False,7.0,3.0,1.0,107.15
TXN_20240716_00000428,CUST_30481576,Customer 5729,user412@example.com,+1-555-492-9127,"625 Main St, City, State",Houston,TX,88796,US,45.215.192.174,professional,2024-07-16 20:44:03.479656,2024-07-16,20:44:03,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,88.72,general_consultation,service,card,completed,00,Approved,1067,False,,9.586670642426807,,12942.79961531515,organic_search,1,mobile_android,True,497,MST,en,20.0,1.0,False,7.0,3.0,1.0,88.72
TXN_20240716_00002354,CUST_12033948,Customer 4788,user734@example.com,+1-555-928-8415,"922 Main St, City, State",New York,FL,21999,US,205.70.143.145,professional,2024-07-16 23:10:09.479656,2024-07-16,23:10:09,HealthConnect Virtual,Telehealth Services,Healthcare,consultation,34.9,prescription_consultation,service,apple_pay,completed,00,Approved,961,False,,14.431504912003577,,13406.275050393506,referral,1,mobile_ios,True,1027,CST,en,23.0,1.0,False,7.0,3.0,1.0,34.9
TXN_20240716_00001548,CUST_66671296,Customer 3607,user447@example.com,+1-555-785-8328,"646 Main St, City, State",Chicago,CA,27268,US,183.178.105.201,family,2024-07-16 23:13:54.479656,2024-07-16,23:13:54,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,222.78,specialist_consultation,service,venmo,failed,51,Insufficient funds,1461,False,,23.59371127845464,,716.6826551810298,social_media_organic,3,mobile_ios,True,596,CST,en,23.0,1.0,False,7.0,3.0,1.0,222.78
TXN_20240717_00003710,CUST_47681288,Customer 4951,user954@example.com,+1-555-705-3767,"556 Main St, City, State",New York,MI,69895,US,130.33.166.244,individual,2024-07-17 01:22:31.479656,2024-07-17,01:22:31,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,100.15,general_consultation,service,google_pay,completed,00,Approved,529,False,,2.2109217697481394,,1035.467096975372,social_media_organic,4,tablet_ipad,False,1117,PST,en,1.0,2.0,False,7.0,3.0,1.0,100.15
TXN_20240717_00001229,CUST_95039979,Customer 2421,user896@example.com,+1-555-398-7637,"194 Main St, City, State",Phoenix,GA,82070,US,66.88.90.3,corporate,2024-07-17 06:40:52.479656,2024-07-17,06:40:52,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,229.66,specialist_consultation,service,paypal,completed,00,Approved,372,False,,3.9748738465876814,,14298.591648734367,paid_search,2,mobile_ios,True,1357,HST,en,6.0,2.0,False,7.0,3.0,1.0,229.66
TXN_20240717_00006357,CUST_95435152,Customer 9332,user810@example.com,+1-555-531-5281,"692 Main St, City, State",Los Angeles,MI,13696,US,29.138.243.76,family,2024-07-17 06:52:35.479656,2024-07-17,06:52:35,HealthConnect Virtual,Telehealth Services,Healthcare,appointment,128.5,general_consultation,service,apple_pay,completed,00,Approved,1600,True,fraud_type_account_takeover,27.397712563218608,account_takeover,2190.7727469513534,paid_search,2,mobile_android,True,885,CST,en,6.0,2.0,False,7.0,3.0,1.0,128.5
TXN_20240717_00003609,CUST_57709627,Customer 1693,user754@example.com,+1-555-451-7154,"430 Main St, City, State",New York,FL,35435,US,159.71.250.129,corporate,2024-07-17 08:42:18.479656,2024-07-17,08:42:18,HealthConnect Virtual,Telehealth Services,Healthcare,prescription,39.14,prescription_consultation,service,venmo,completed,00,Approved,871,False,,11.392244342937488,,5412.342037760416,organic_search,2,mobile_android,True,1559,HST,en,8.0,2.0,False,7.0,3.0,1.0,39.14
