transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,product_category,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240716_00000718,CUST_35002490,Customer 7930,user362@example.com,+1-555-761-7533,"760 Main St, City, State",New York,TX,29743,US,91.141.68.191,regular,2024-07-16 02:13:31.326185,2024-07-16,02:13:31,RideConnect,Ride Sharing,Transportation,cancellation_fee,186.74,general,card,completed,00,Approved,368,False,,2.4611084236494554,,4164.797903468318,social_media_organic,2,mobile_ios,True,1597,PST,en,2.0,1.0,False,7.0,3.0,1.0,186.74
TXN_20240716_00000096,CUST_92594037,Customer 8783,user247@example.com,+1-555-426-5017,"188 Main St, City, State",Chicago,FL,77016,US,116.123.46.23,vip,2024-07-16 04:32:34.326185,2024-07-16,04:32:34,RideConnect,Ride Sharing,Transportation,tip,239.72,general,venmo,completed,00,Approved,1835,False,,20.58502389592121,,15779.860632935659,email_marketing,1,mobile_android,True,1321,CST,en,4.0,1.0,False,7.0,3.0,1.0,239.72
TXN_20240716_00007710,CUST_36075934,Customer 3270,user998@example.com,+1-555-864-4274,"605 Main St, City, State",Houston,NY,67176,US,8.219.251.138,vip,2024-07-16 04:57:32.326185,2024-07-16,04:57:32,RideConnect,Ride Sharing,Transportation,cancellation_fee,282.74,general,apple_pay,completed,00,Approved,1120,False,,4.713861652085486,,10463.769079226822,paid_search,4,desktop_windows,False,1701,CST,en,4.0,1.0,False,7.0,3.0,1.0,282.74
TXN_20240716_00007584,CUST_93847649,Customer 8489,user756@example.com,+1-555-499-6213,"512 Main St, City, State",Chicago,MI,48892,US,244.83.65.193,regular,2024-07-16 05:02:34.326185,2024-07-16,05:02:34,RideConnect,Ride Sharing,Transportation,tip,192.06,general,apple_pay,completed,00,Approved,978,False,,10.788822039510636,,1926.6970942667353,paid_search,1,smart_tv_roku,False,1771,CST,en,5.0,1.0,False,7.0,3.0,1.0,192.06
TXN_20240716_00004973,CUST_15872663,Customer 1247,user698@example.com,+1-555-226-8536,"775 Main St, City, State",Chicago,OH,95864,US,122.214.241.155,new,2024-07-16 05:11:57.326185,2024-07-16,05:11:57,RideConnect,Ride Sharing,Transportation,cancellation_fee,12.4,general,card,completed,00,Approved,664,True,fraud_type_account_takeover,19.07087818759252,account_takeover,606.4146792137176,email_marketing,4,mobile_android,True,748,MST,en,5.0,1.0,False,7.0,3.0,1.0,12.4
TXN_20240716_00002276,CUST_90302981,Customer 3621,user287@example.com,+1-555-605-4198,"513 Main St, City, State",New York,NC,26240,US,105.48.160.161,regular,2024-07-16 05:44:17.326185,2024-07-16,05:44:17,RideConnect,Ride Sharing,Transportation,cancellation_fee,64.32,general,venmo,completed,00,Approved,992,False,,6.559642947224758,,3934.2440041406076,social_media_organic,2,tablet_ipad,False,1252,MST,en,5.0,1.0,False,7.0,3.0,1.0,64.32
TXN_20240716_00006301,CUST_74556835,Customer 4001,user300@example.com,+1-555-828-6048,"988 Main St, City, State",Houston,PA,40402,US,120.106.35.17,new,2024-07-16 06:21:20.326185,2024-07-16,06:21:20,RideConnect,Ride Sharing,Transportation,cancellation_fee,51.72,general,venmo,completed,00,Approved,1119,False,,29.520311370878705,,779.6996396420299,organic_search,4,mobile_android,True,491,MST,en,6.0,1.0,False,7.0,3.0,1.0,51.72
TXN_20240716_00004260,CUST_19127977,Customer 8729,user359@example.com,+1-555-954-2520,"209 Main St, City, State",Phoenix,GA,55220,US,235.207.175.150,regular,2024-07-16 07:17:56.326185,2024-07-16,07:17:56,RideConnect,Ride Sharing,Transportation,ride_payment,321.78,general,google_pay,completed,00,Approved,1444,False,,8.240606259718133,,4572.640991308115,organic_search,2,mobile_ios,True,664,AKST,en,7.0,1.0,False,7.0,3.0,1.0,321.78
TXN_20240716_00003279,CUST_66309358,Customer 3342,user956@example.com,+1-555-611-8953,"489 Main St, City, State",New York,NY,80518,US,183.183.239.109,new,2024-07-16 07:45:00.326185,2024-07-16,07:45:00,RideConnect,Ride Sharing,Transportation,tip,91.05,general,paypal,failed,05,Do not honor,1948,False,,20.769721061600382,,913.2730902284794,paid_search,1,mobile_ios,True,1451,HST,en,7.0,1.0,False,7.0,3.0,1.0,91.05
TXN_20240716_00007376,CUST_41638602,Customer 3193,user775@example.com,+1-555-837-5900,"244 Main St, City, State",Phoenix,FL,75890,US,102.11.144.199,enterprise,2024-07-16 08:09:06.326185,2024-07-16,08:09:06,RideConnect,Ride Sharing,Transportation,tip,454.32,general,paypal,completed,00,Approved,517,False,,7.7536135348463295,,121894.0026612834,paid_search,1,mobile_android,True,1728,HST,en,8.0,1.0,False,7.0,3.0,1.0,454.32
