transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,product_category,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240716_00004314,CUST_29192233,Customer 6916,user987@example.com,+1-555-659-2609,"282 Main St, City, State",Phoenix,CA,86597,US,65.2.41.25,new,2024-07-16 00:24:14.050055,2024-07-16,00:24:14,GiveHope Foundation,Donation Platform,Non-Profit,donation,330.58,general,venmo,completed,00,Approved,1471,False,,5.620849058271884,,788.3183734830124,social_media_organic,1,mobile_ios,True,1614,EST,en,0.0,1.0,False,7.0,3.0,1.0,330.58
TXN_20240716_00003106,CUST_47173644,Customer 4787,user780@example.com,+1-555-908-9971,"483 Main St, City, State",Los Angeles,TX,25761,US,208.109.147.116,vip,2024-07-16 01:32:05.050055,2024-07-16,01:32:05,GiveHope Foundation,Donation Platform,Non-Profit,fundraiser,67.05,general,apple_pay,completed,00,Approved,761,False,,24.043512126998294,,18579.115589401954,organic_search,3,desktop_windows,False,542,CST,en,1.0,1.0,False,7.0,3.0,1.0,67.05
TXN_20240716_00004895,CUST_82666415,Customer 6483,user519@example.com,+1-555-630-9098,"457 Main St, City, State",Los Angeles,NC,17809,US,131.236.245.251,enterprise,2024-07-16 08:41:11.050055,2024-07-16,08:41:11,GiveHope Foundation,Donation Platform,Non-Profit,donation,89.08,general,venmo,completed,00,Approved,1671,False,,18.614611092802164,,249589.97798917032,paid_search,1,mobile_ios,True,1254,AKST,en,8.0,1.0,False,7.0,3.0,1.0,89.08
TXN_20240716_00000708,CUST_28619114,Customer 5294,user136@example.com,+1-555-335-5553,"914 Main St, City, State",Phoenix,NC,29359,US,150.174.166.241,vip,2024-07-16 10:18:37.050055,2024-07-16,10:18:37,GiveHope Foundation,Donation Platform,Non-Profit,recurring_setup,351.35,general,venmo,completed,00,Approved,1330,False,,1.2822738568136787,,9551.14246096462,paid_search,1,mobile_android,True,411,AKST,en,10.0,1.0,False,7.0,3.0,1.0,351.35
TXN_20240716_00001727,CUST_58831780,Customer 7204,user672@example.com,+1-555-566-9668,"461 Main St, City, State",New York,PA,34272,US,252.209.189.78,vip,2024-07-16 10:54:32.050055,2024-07-16,10:54:32,GiveHope Foundation,Donation Platform,Non-Profit,donation,99.97,general,apple_pay,completed,00,Approved,1660,False,,7.954421820262909,,19797.47427113523,organic_search,2,mobile_android,True,1153,HST,en,10.0,1.0,False,7.0,3.0,1.0,99.97
TXN_20240716_00007505,CUST_10253253,Customer 4489,user255@example.com,+1-555-273-1183,"660 Main St, City, State",Los Angeles,MI,32927,US,188.100.219.59,new,2024-07-16 11:08:10.050055,2024-07-16,11:08:10,GiveHope Foundation,Donation Platform,Non-Profit,recurring_setup,134.02,general,venmo,completed,00,Approved,1699,False,,25.251841895768226,,316.6571005240515,organic_search,1,desktop_chromeos,False,1791,HST,en,11.0,1.0,False,7.0,3.0,1.0,134.02
TXN_20240716_00003963,CUST_42287049,Customer 2567,user689@example.com,+1-555-539-1003,"572 Main St, City, State",Houston,NY,78564,US,96.167.167.114,regular,2024-07-16 11:57:58.050055,2024-07-16,11:57:58,GiveHope Foundation,Donation Platform,Non-Profit,fundraiser,155.72,general,google_pay,completed,00,Approved,1691,False,,24.498315686248045,,2481.977111311883,social_media_organic,3,mobile_android,True,1393,HST,en,11.0,1.0,False,7.0,3.0,1.0,155.72
TXN_20240716_00005155,CUST_21759824,Customer 1068,user352@example.com,+1-555-335-7944,"651 Main St, City, State",Chicago,TX,62670,US,159.246.191.112,vip,2024-07-16 16:05:53.050055,2024-07-16,16:05:53,GiveHope Foundation,Donation Platform,Non-Profit,fundraiser,316.9,general,apple_pay,completed,00,Approved,1422,False,,5.090762303701283,,23318.418954474768,paid_search,4,smart_tv_fire_tv,False,683,EST,en,16.0,1.0,False,7.0,3.0,1.0,316.9
TXN_20240716_00007513,CUST_20548971,Customer 3409,user485@example.com,+1-555-278-7526,"928 Main St, City, State",Phoenix,MI,23387,US,141.170.196.223,vip,2024-07-16 16:28:59.050055,2024-07-16,16:28:59,GiveHope Foundation,Donation Platform,Non-Profit,donation,131.76,general,paypal,completed,00,Approved,1747,False,,15.741577493430494,,16113.432534809046,paid_search,4,mobile_ios,True,1333,EST,en,16.0,1.0,False,7.0,3.0,1.0,131.76
TXN_20240716_00005041,CUST_71471528,Customer 8443,user830@example.com,+1-555-799-6324,"189 Main St, City, State",Houston,GA,88716,US,10.89.236.153,new,2024-07-16 17:08:38.050055,2024-07-16,17:08:38,GiveHope Foundation,Donation Platform,Non-Profit,recurring_setup,381.72,general,apple_pay,completed,00,Approved,651,False,amount_exceeds_normal,32.281763775665404,,600.7402694316509,social_media_paid,4,mobile_ios,True,1787,CST,en,17.0,1.0,False,7.0,3.0,1.0,381.72
TXN_20240716_00001275,CUST_80059204,Customer 7776,user288@example.com,+1-555-104-1143,"146 Main St, City, State",Houston,OH,58224,US,2.25.51.77,new,2024-07-16 17:11:56.050055,2024-07-16,17:11:56,GiveHope Foundation,Donation Platform,Non-Profit,recurring_setup,244.13,general,venmo,completed,00,Approved,1379,False,amount_exceeds_normal,20.45512483740355,,117.33442396913296,social_media_organic,2,desktop_windows,False,596,HST,en,17.0,1.0,False,7.0,3.0,1.0,244.13
TXN_20240716_00001792,CUST_66847198,Customer 1348,user660@example.com,+1-555-111-4698,"415 Main St, City, State",Chicago,NC,79971,US,216.166.6.90,enterprise,2024-07-16 17:18:43.050055,2024-07-16,17:18:43,GiveHope Foundation,Donation Platform,Non-Profit,recurring_setup,113.36,general,apple_pay,completed,00,Approved,1403,False,,2.7609099416583933,,152871.41606383095,organic_search,1,mobile_ios,True,1221,MST,en,17.0,1.0,False,7.0,3.0,1.0,113.36
TXN_20240716_00006965,CUST_59684770,Customer 6519,user928@example.com,+1-555-813-1292,"880 Main St, City, State",Los Angeles,NY,95002,US,235.6.216.6,regular,2024-07-16 17:31:14.050055,2024-07-16,17:31:14,GiveHope Foundation,Donation Platform,Non-Profit,donation,11.06,general,paypal,completed,00,Approved,995,False,,23.64134928986716,,4498.319456132376,organic_search,2,mobile_android,True,210,AKST,en,17.0,1.0,False,7.0,3.0,1.0,11.06
TXN_20240716_00006862,CUST_69690380,Customer 7575,user312@example.com,+1-555-424-5346,"941 Main St, City, State",Chicago,CA,15873,US,187.104.151.15,new,2024-07-16 18:38:04.050055,2024-07-16,18:38:04,GiveHope Foundation,Donation Platform,Non-Profit,donation,360.92,general,google_pay,completed,00,Approved,1727,False,amount_exceeds_normal,38.19641053500824,,249.87229807905388,email_marketing,2,desktop_mac,False,1725,MST,en,18.0,1.0,False,7.0,3.0,1.0,360.92
TXN_20240716_00000642,CUST_63551860,Customer 9370,user771@example.com,+1-555-211-3685,"866 Main St, City, State",Houston,MI,72371,US,228.134.22.179,new,2024-07-16 19:08:16.050055,2024-07-16,19:08:16,GiveHope Foundation,Donation Platform,Non-Profit,recurring_setup,332.33,general,google_pay,completed,00,Approved,845,False,,3.7963984623623603,,879.2494075805455,referral,3,mobile_android,True,830,PST,en,19.0,1.0,False,7.0,3.0,1.0,332.33
