transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,product_category,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240716_00003296,CUST_26737217,Customer 6631,user914@example.com,+1-555-332-9542,"699 Main St, City, State",Houston,IL,43046,US,42.140.64.128,vip,2024-07-16 00:14:23.686715,2024-07-16,00:14:23,AutoParts Direct,Auto Parts E-commerce,Automotive,installation,192.06,general,paypal,completed,00,Approved,373,False,,22.680196393739532,,21479.3886673239,referral,3,mobile_android,True,776,AKST,en,0.0,1.0,False,7.0,3.0,1.0,192.06
TXN_20240716_00002286,CUST_40599267,Customer 3628,user620@example.com,+1-555-492-8258,"330 Main St, City, State",Chicago,TX,62510,US,171.66.34.10,regular,2024-07-16 01:18:12.686715,2024-07-16,01:18:12,AutoParts Direct,Auto Parts E-commerce,Automotive,installation,36.44,general,card,failed,05,Do not honor,1582,False,,5.1928557698067035,,1515.7703074051615,social_media_paid,1,mobile_ios,True,852,PST,en,1.0,1.0,False,7.0,3.0,1.0,36.44
TXN_20240716_00007472,CUST_55467811,Customer 5737,user626@example.com,+1-555-622-3666,"450 Main St, City, State",Phoenix,PA,43360,US,229.70.216.173,regular,2024-07-16 08:09:03.686715,2024-07-16,08:09:03,AutoParts Direct,Auto Parts E-commerce,Automotive,installation,411.11,general,card,completed,00,Approved,609,False,,6.895227722457278,,1588.6896351732128,influencer,2,desktop_windows,False,175,AKST,en,8.0,1.0,False,7.0,3.0,1.0,411.11
TXN_20240716_00005550,CUST_24373220,Customer 6348,user430@example.com,+1-555-583-7288,"643 Main St, City, State",New York,MI,27652,US,249.197.67.112,enterprise,2024-07-16 08:48:45.686715,2024-07-16,08:48:45,AutoParts Direct,Auto Parts E-commerce,Automotive,parts_purchase,417.32,general,google_pay,completed,00,Approved,298,False,,7.308269621116203,,112355.09967646282,paid_search,3,mobile_ios,True,327,AKST,en,8.0,1.0,False,7.0,3.0,1.0,417.32
TXN_20240716_00003611,CUST_85028632,Customer 5603,user233@example.com,+1-555-564-6196,"866 Main St, City, State",New York,NC,43599,US,181.1.133.49,new,2024-07-16 09:19:03.686715,2024-07-16,09:19:03,AutoParts Direct,Auto Parts E-commerce,Automotive,installation,253.78,general,google_pay,completed,00,Approved,285,False,amount_exceeds_normal,36.74068981279055,,484.97450852599485,organic_search,2,desktop_windows,False,1322,HST,en,9.0,1.0,False,7.0,3.0,1.0,253.78
TXN_20240716_00005253,CUST_74697028,Customer 3513,user326@example.com,+1-555-815-6805,"989 Main St, City, State",Phoenix,MI,23094,US,174.207.52.177,regular,2024-07-16 09:34:04.686715,2024-07-16,09:34:04,AutoParts Direct,Auto Parts E-commerce,Automotive,warranty,53.66,general,google_pay,completed,00,Approved,1808,False,,8.599055377917914,,1626.2302230769542,social_media_organic,3,mobile_ios,True,1609,PST,en,9.0,1.0,False,7.0,3.0,1.0,53.66
TXN_20240716_00001932,CUST_14463948,Customer 8937,user766@example.com,+1-555-229-1737,"149 Main St, City, State",Houston,NY,72072,US,107.179.83.150,vip,2024-07-16 10:18:59.686715,2024-07-16,10:18:59,AutoParts Direct,Auto Parts E-commerce,Automotive,parts_purchase,135.22,general,card,completed,00,Approved,1020,False,,9.483641661954548,,10556.527677332855,paid_search,2,tablet_android,False,1192,AKST,en,10.0,1.0,False,7.0,3.0,1.0,135.22
TXN_20240716_00005193,CUST_58913262,Customer 1352,user607@example.com,+1-555-175-5515,"339 Main St, City, State",Houston,TX,87465,US,69.194.160.194,new,2024-07-16 13:52:49.686715,2024-07-16,13:52:49,AutoParts Direct,Auto Parts E-commerce,Automotive,parts_purchase,482.62,general,paypal,failed,51,Insufficient funds,745,False,amount_exceeds_normal,35.51692772755862,,771.0853421086404,organic_search,4,mobile_ios,True,828,CST,en,13.0,1.0,False,7.0,3.0,1.0,482.62
TXN_20240716_00004872,CUST_26857891,Customer 4725,user343@example.com,+1-555-312-8588,"748 Main St, City, State",Chicago,GA,21120,US,82.112.16.222,new,2024-07-16 14:30:20.686715,2024-07-16,14:30:20,AutoParts Direct,Auto Parts E-commerce,Automotive,warranty,345.38,general,google_pay,completed,00,Approved,1849,False,,8.810909292175062,,779.924268344979,paid_search,2,mobile_android,True,1606,CST,en,14.0,1.0,False,7.0,3.0,1.0,345.38
TXN_20240716_00005769,CUST_21395456,Customer 7011,user583@example.com,+1-555-431-8826,"136 Main St, City, State",Houston,CA,66317,US,219.55.165.234,regular,2024-07-16 15:23:11.686715,2024-07-16,15:23:11,AutoParts Direct,Auto Parts E-commerce,Automotive,warranty,366.19,general,google_pay,completed,00,Approved,730,True,fraud_type_account_takeover,16.864301548539142,account_takeover,2431.6088617512014,social_media_paid,3,mobile_android,True,660,CST,en,15.0,1.0,False,7.0,3.0,1.0,366.19
