transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_zip_code,customer_country,customer_ip_address,customer_segment,transaction_datetime,transaction_date,transaction_time,merchant_name,merchant_category,merchant_industry,transaction_type,amount,product_category,quantity,payment_method,payment_status,response_code,response_text,processing_time_ms,is_fraudulent,fraud_indicators,risk_score,fraud_type,customer_lifetime_value,customer_acquisition_channel,customer_transaction_count,device_type,is_mobile,session_duration_seconds,timezone,language,hour,day_of_week,is_weekend,month,quarter,customer_transaction_number,customer_total_spent
TXN_20240716_00000676,CUST_30512365,Customer 6007,user681@example.com,+1-555-503-3180,"775 Main St, City, State",New York,GA,66690,US,169.76.193.128,vip,2024-07-16 02:40:10.008516,2024-07-16,02:40:10,StyleHub Fashion,Fashion E-commerce,Retail,purchase,405.27,luxury_items,2.0,google_pay,completed,00,Approved,1668,False,,12.086233077475574,,5658.746523700537,social_media_paid,5,desktop_windows,False,55,CST,en,2.0,1.0,False,7.0,3.0,1.0,405.27
TXN_20240716_00000837,CUST_53638688,Customer 8321,user880@example.com,+1-555-727-4468,"326 Main St, City, State",Phoenix,OH,56568,US,89.46.31.172,regular,2024-07-16 12:18:00.008516,2024-07-16,12:18:00,StyleHub Fashion,Fashion E-commerce,Retail,return,54.13,shoes,1.0,apple_pay,failed,14,Invalid card,1412,True,fraud_type_account_takeover,18.22272386316916,account_takeover,4322.887549066344,paid_search,1,mobile_ios,True,661,HST,en,12.0,1.0,False,7.0,3.0,1.0,54.13
TXN_20240716_00000433,CUST_43532332,Customer 4111,user445@example.com,+1-555-236-2221,"508 Main St, City, State",New York,TX,10059,US,18.99.132.11,new,2024-07-16 20:06:56.008516,2024-07-16,20:06:56,StyleHub Fashion,Fashion E-commerce,Retail,purchase,148.4,womens_clothing,1.0,google_pay,completed,00,Approved,1223,False,amount_exceeds_normal,30.727063402894714,,146.32420686891072,email_marketing,2,mobile_ios,True,854,AKST,en,20.0,1.0,False,7.0,3.0,1.0,148.4
TXN_20240716_00000141,CUST_88553358,Customer 5019,user883@example.com,+1-555-668-8837,"437 Main St, City, State",New York,PA,94068,US,216.85.46.109,regular,2024-07-16 21:38:13.008516,2024-07-16,21:38:13,StyleHub Fashion,Fashion E-commerce,Retail,exchange,62.0,mens_clothing,1.0,card,completed,00,Approved,542,False,,22.663633592014644,,1843.2754686343942,organic_search,1,mobile_android,True,269,AKST,en,21.0,1.0,False,7.0,3.0,1.0,62.0
TXN_20240717_00000781,CUST_76815785,Customer 2681,user328@example.com,+1-555-118-4765,"358 Main St, City, State",Houston,MI,24232,US,84.67.238.105,new,2024-07-17 00:23:47.008516,2024-07-17,00:23:47,StyleHub Fashion,Fashion E-commerce,Retail,exchange,30.11,accessories,2.0,paypal,completed,00,Approved,968,False,,11.551658435611728,,898.7859134241937,influencer,3,tablet_ipad,False,1376,EST,en,0.0,2.0,False,7.0,3.0,1.0,30.11
TXN_20240717_00000933,CUST_90502742,Customer 4458,user489@example.com,+1-555-977-3496,"218 Main St, City, State",Los Angeles,IL,91353,US,147.178.11.101,new,2024-07-17 19:34:47.008516,2024-07-17,19:34:47,StyleHub Fashion,Fashion E-commerce,Retail,return,23.06,accessories,3.0,paypal,completed,00,Approved,424,False,,26.888239603685562,,101.29252369364642,social_media_paid,2,mobile_android,True,677,HST,en,19.0,2.0,False,7.0,3.0,1.0,23.06
TXN_20240718_00000959,CUST_63828517,Customer 1021,user449@example.com,+1-555-300-9072,"806 Main St, City, State",Phoenix,OH,14361,US,215.247.165.103,new,2024-07-18 07:35:10.008516,2024-07-18,07:35:10,StyleHub Fashion,Fashion E-commerce,Retail,purchase,174.04,shoes,1.0,card,completed,00,Approved,1683,False,,13.836059024630154,,736.6993872784901,paid_search,2,desktop_linux,False,1715,HST,en,7.0,3.0,False,7.0,3.0,1.0,174.04
TXN_20240718_00000039,CUST_63271337,Customer 8556,user160@example.com,+1-555-129-9079,"672 Main St, City, State",Chicago,NC,11166,US,108.51.64.47,regular,2024-07-18 21:05:10.008516,2024-07-18,21:05:10,StyleHub Fashion,Fashion E-commerce,Retail,return,47.95,womens_clothing,1.0,card,completed,00,Approved,171,False,,10.918858360076367,,4445.18729197125,email_marketing,1,mobile_ios,True,742,PST,en,21.0,3.0,False,7.0,3.0,1.0,47.95
TXN_20240719_00000999,CUST_88071993,Customer 5446,user280@example.com,+1-555-505-5342,"411 Main St, City, State",Phoenix,PA,92323,US,18.220.199.168,regular,2024-07-19 04:29:31.008516,2024-07-19,04:29:31,StyleHub Fashion,Fashion E-commerce,Retail,exchange,175.54,shoes,1.0,apple_pay,completed,00,Approved,920,False,,22.29342943989861,,1581.1209041084699,social_media_organic,2,mobile_android,True,304,MST,en,4.0,4.0,False,7.0,3.0,1.0,175.54
TXN_20240720_00000003,CUST_22458835,Customer 7928,user558@example.com,+1-555-386-4726,"211 Main St, City, State",Los Angeles,NC,49719,US,123.199.175.7,vip,2024-07-20 02:54:41.008516,2024-07-20,02:54:41,StyleHub Fashion,Fashion E-commerce,Retail,purchase,766.53,luxury_items,2.0,venmo,completed,00,Approved,244,False,,23.398666558935926,,10874.493134935348,direct_traffic,1,tablet_ipad,False,1203,MST,en,2.0,5.0,True,7.0,3.0,1.0,766.53
TXN_20240720_00000388,CUST_70865408,Customer 9396,user667@example.com,+1-555-388-2886,"343 Main St, City, State",New York,NC,84987,US,235.86.7.114,new,2024-07-20 03:15:32.008516,2024-07-20,03:15:32,StyleHub Fashion,Fashion E-commerce,Retail,purchase,1415.54,luxury_items,3.0,card,failed,05,Do not honor,1542,False,amount_exceeds_normal,43.40527913274346,,707.686416203428,direct_traffic,1,mobile_android,True,486,PST,en,3.0,5.0,True,7.0,3.0,1.0,1415.54
TXN_20240721_00000792,CUST_76676428,Customer 7872,user924@example.com,+1-555-994-8706,"346 Main St, City, State",Phoenix,FL,80454,US,223.142.97.167,regular,2024-07-21 01:33:57.008516,2024-07-21,01:33:57,StyleHub Fashion,Fashion E-commerce,Retail,purchase,98.55,mens_clothing,1.0,venmo,completed,00,Approved,113,True,fraud_type_account_takeover,17.830105053817913,account_takeover,2840.857648109361,organic_search,1,mobile_android,True,1607,EST,en,1.0,6.0,True,7.0,3.0,1.0,98.55
TXN_20240721_00000865,CUST_39145695,Customer 1218,user359@example.com,+1-555-361-7669,"535 Main St, City, State",Phoenix,NY,90109,US,145.84.68.72,new,2024-07-21 14:17:09.008516,2024-07-21,14:17:09,StyleHub Fashion,Fashion E-commerce,Retail,purchase,983.79,luxury_items,3.0,paypal,completed,00,Approved,544,False,amount_exceeds_normal,43.71373506733484,,566.9800870880799,paid_search,1,mobile_android,True,1445,PST,en,14.0,6.0,True,7.0,3.0,1.0,983.79
TXN_20240722_00000989,CUST_93641697,Customer 2789,user604@example.com,+1-555-826-5716,"265 Main St, City, State",Houston,NY,79348,US,55.154.248.54,enterprise,2024-07-22 04:32:19.008516,2024-07-22,04:32:19,StyleHub Fashion,Fashion E-commerce,Retail,exchange,94.36,shoes,2.0,apple_pay,completed,00,Approved,343,False,,23.09152908531365,,189935.34307250116,organic_search,4,desktop_mac,False,572,MST,en,4.0,0.0,False,7.0,3.0,1.0,94.36
TXN_20240722_00000765,CUST_22417137,Customer 6166,user967@example.com,+1-555-487-3343,"368 Main St, City, State",Houston,OH,83426,US,21.72.24.51,new,2024-07-22 19:02:39.008516,2024-07-22,19:02:39,StyleHub Fashion,Fashion E-commerce,Retail,exchange,60.18,mens_clothing,3.0,card,completed,00,Approved,1501,False,,18.039530043408032,,847.7373450379231,direct_traffic,2,desktop_mac,False,435,AKST,en,19.0,0.0,False,7.0,3.0,1.0,60.18
TXN_20240723_00000409,CUST_77778896,Customer 1083,user916@example.com,+1-555-198-3029,"523 Main St, City, State",Phoenix,CA,49631,US,80.78.237.194,vip,2024-07-23 09:03:09.008516,2024-07-23,09:03:09,StyleHub Fashion,Fashion E-commerce,Retail,exchange,1367.05,luxury_items,2.0,venmo,completed,00,Approved,500,False,,1.7068048569933936,,16285.605313454133,organic_search,1,mobile_ios,True,550,PST,en,9.0,1.0,False,7.0,3.0,1.0,1367.05
